ID,followers,posts,avatar,max_comments,min_comments,mean_comments,max_likes,min_likes,mean_likes
billieroseblog,65155,4098,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17437848_1870986446472705_3051929367409065984_a.jpg,39,13,25.1666666667,1486,695,1218.33333333
boriahclothiers,604,207,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15538199_146844052466183_4553646862636154880_a.jpg,3,0,1.25,53,21,36.4166666667
tavitulle,549470,1968,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12677712_1550087495303724_533036047_a.jpg,60,0,29.5,14176,1692,7009.58333333
mikkoputtonen,48281,1630,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10979508_521183448022780_1173402968_a.jpg,33,5,17.4166666667,3436,1239,1857.66666667
aaronchristian_,5340,2167,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17882682_148498292348367_3058467909656379392_a.jpg,18,0,5.58333333333,416,77,168.916666667
vogueparis,2966059,3678,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/18012066_1925399171024809_8540543537542856704_a.jpg,190,28,101.25,13543,4942,8432.25
melaniesutra,24115,956,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17076079_1837581213175236_639642023330054144_a.jpg,74,9,34.0,607,211,378.25
netaporter,2795156,7610,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14026725_1238594409506055_747884444_a.jpg,116,52,77.8333333333,11940,5294,8097.75
sarahjessicaparker,3401113,1070,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11350896_1451415161834778_680810517_a.jpg,525,155,339.75,91435,12685,47668.1666667
fashion_mariia,30045,158,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14583350_1182923328447460_1871040685038108672_a.jpg,306,59,111.083333333,27297,362,4044.83333333
sassypriti,2458,249,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/18011533_1173757382752845_7124100449019363328_a.jpg,21,1,7.33333333333,346,156,251.583333333
fashionhedge,1096,118,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12080632_993296527372968_1072095696_a.jpg,6,0,2.33333333333,84,20,43.3333333333
alfiebakerstyle,11401,944,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15803567_1074626095981118_8476790241296908288_a.jpg,69,5,21.8333333333,447,144,284.416666667
amadea_dashurie,671021,1877,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14736436_1877234662521789_2930268002068725760_a.jpg,95,10,38.75,13234,3497,8366.66666667
gingerbridehouse,211,161,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11084998_362663913938004_503982340_a.jpg,8,1,3.75,86,43,59.9166666667
ulimali,4308,2136,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13277543_1099238716789386_1247868989_a.jpg,6,1,2.25,176,38,107.083333333
amberfillerup,1335384,2835,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16228788_1359787434083007_7611320392321335296_a.jpg,592,101,225.0,63531,26099,48624.4166667
yoga_girl,2115454,6083,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11850033_1665819697030603_1657014822_a.jpg,947,103,284.833333333,62413,20992,41110.1666667
deaddsouls,317089,1009,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17076386_411210522572708_6517637224144568320_a.jpg,300,88,145.25,23798,10249,17371.1666667
nawaalakram,17075,387,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17933789_426725021016947_43220741230952448_a.jpg,5,0,1.75,621,44,215.833333333
nadiafairfax,173166,2151,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17125507_778164119023017_5063114861085458432_a.jpg,69,13,32.9166666667,3210,470,2172.25
fashion_week,1119316,6133,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13259551_106118506475375_277395478_a.jpg,89,25,47.4166666667,15373,2497,5475.75
beccacosmetics,1668735,2397,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/12677165_1067602329957276_890410399_a.jpg,460,0,116.666666667,40906,59,17277.5833333
hudsonshoes,16453,1476,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17494804_1827979060860462_2870541791713558528_a.jpg,7,0,2.33333333333,267,95,179.416666667
brooke_wall,8572,2147,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11246507_978488972201734_2100873142_a.jpg,18,1,6.66666666667,191,71,127.5
oh_anthonio,66606,3592,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16908821_1407583799272142_2844546759852556288_a.jpg,86,37,69.3333333333,2015,1183,1497.5
sanakeefer_w,1473,831,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14553225_715889448578027_5716779531730157568_a.jpg,51,1,12.3333333333,225,73,126.25
bc_tacos,2811,1246,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13712829_1769627126627970_1523209143_a.jpg,11,2,7.0,144,95,114.833333333
madamxxl,9926,517,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13181460_479430398922454_1943207376_a.jpg,37,0,8.33333333333,301,26,117.25
mallorysauer,17746,648,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14719361_356793504659232_2059028388516986880_a.jpg,36,19,25.1666666667,1231,441,649.25
theserenagoh,85336,1990,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14709675_323809361327399_285508758455451648_a.jpg,37,8,20.6666666667,3887,2164,2874.83333333
nudiejeans,124000,1055,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11429243_1638350143088755_1821206993_a.jpg,33,1,12.1666666667,3360,934,1856.25
cmhstyle,4262,2116,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14240971_186111811816027_7304289303637524480_a.jpg,9,0,4.5,207,59,139.916666667
jordanbunker,9843,1068,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17932192_145424552656081_1425257302012723200_a.jpg,37,9,21.9166666667,922,204,464.333333333
ellepennerrd,3917,817,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14730649_352975268383018_2494291339345133568_a.jpg,15,1,8.25,157,95,119.916666667
nicolettemason,142779,4505,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16908776_771995402950576_9171111750970376192_a.jpg,73,20,42.5,3666,1309,2124.08333333
extrapetite,433301,2262,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10542989_912020345478253_1030444366_a.jpg,183,63,110.75,13895,7760,9913.83333333
fairfieldista,2134,505,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10731905_1662148880666013_1353192579_a.jpg,3,0,1.08333333333,109,38,58.5833333333
camiejuan,57395,1229,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16906126_313856369016865_4113191751613677568_a.jpg,20,2,12.1666666667,4597,1807,2589.75
ttomasihill,140132,980,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11909189_1117075204973738_1954244470_a.jpg,73,0,16.9166666667,3065,158,938.833333333
dresswelldogood,3162,511,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14487287_746234555515566_3016464306322538496_a.jpg,28,1,6.16666666667,171,45,80.4166666667
vastcharm,94799,1733,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15403468_1157653820979026_4299483926558146560_a.jpg,9,0,3.5,1445,427,822.666666667
regalphis,71993,802,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15046788_153344178471495_8364014201219317760_a.jpg,12,0,5.41666666667,743,316,498.583333333
todaystyle,5799,286,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14597378_1803383949918533_5095186773454094336_a.jpg,8,0,1.83333333333,140,27,74.4166666667
girlwithcurves,261625,2129,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15623843_1824607724486540_7617407808383746048_a.jpg,71,4,23.8333333333,5375,1260,3204.16666667
somethingnavy,1021762,5690,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17077362_1772134936446814_7962484885606629376_a.jpg,322,65,178.083333333,36134,6764,20757.3333333
slanelle,60612,3285,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11312028_465649183601065_1262278409_a.jpg,320,15,59.6666666667,1174,558,967.916666667
vougue_issues,1578,635,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17881049_1767906946857150_6151673665126662144_a.jpg,9,3,5.91666666667,111,58,81.4166666667
harpersbazaarus,2881664,5279,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17077124_1274236186024320_8877585263530868736_a.jpg,213,52,100.5,22764,5025,14122.6666667
thesartorialist,1024435,3528,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/924689_857685700974311_1011916035_a.jpg,110,21,55.0833333333,14956,2558,8040.5
thestylebungalow,83160,2204,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16464690_1799353583721105_4109986391750868992_a.jpg,144,7,41.5,4407,577,1395.25
dohagolfclub,394,109,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/17881553_434131153599870_4546758181769969664_a.jpg,1,0,0.25,39,7,19.4166666667
garethpon,280529,2771,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17494475_1219840441478381_5399786459676803072_a.jpg,85,22,47.3333333333,6312,1016,3169.25
amee.kim,21930,631,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16465699_246463855764732_3389086065376624640_a.jpg,37,10,20.4166666667,1772,509,813.5
jadorefashion,116025,4861,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17438063_177389952779406_8732117246656118784_a.jpg,339,15,99.4166666667,3862,469,2362.83333333
tommyton,341888,3004,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11375306_1450989308563458_975302436_a.jpg,66,4,30.9166666667,4425,624,1841.41666667
fashercise,11654,1617,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11276253_884268394961051_1888649351_a.jpg,5,1,3.08333333333,157,79,125.25
simplycyn,103721,1555,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11856576_1632130570377395_1557958404_a.jpg,65,11,33.0833333333,4358,639,2330.25
31philliplim,802800,1256,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11849466_1617516161840813_1128263934_a.jpg,46,7,28.6666666667,3552,673,1942.66666667
theloveassembly,30635,409,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/18011973_1826063607715269_4743026208533381120_a.jpg,83,26,47.9166666667,1672,666,1132.0
jesseboykins3rd,52091,45,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14624414_188183001648827_382837055299780608_a.jpg,37,0,19.0,2002,64,1018.41666667
angelesalmuna,5119,3530,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10693315_438072229664860_1425269603_a.jpg,50,0,10.75,401,54,149.666666667
youmakefashion,203834,8350,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16790097_1503163916360706_3462677731538370560_a.jpg,91,8,35.25,7622,2108,5393.16666667
jimmylaunay,75303,520,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17077476_283516392061283_7502961730402648064_a.jpg,128,16,41.0,3466,1953,2908.58333333
sonubohra,11648,1272,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17126631_423843614619952_8002711918668152832_a.jpg,20,0,7.0,273,70,144.0
thelipstickdiariesxoxo,636,384,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13744222_305809686437251_1211611801_a.jpg,11,0,3.41666666667,181,54,96.8333333333
ngoldenberg,243513,1301,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11348200_462782093892739_1603004181_a.jpg,50,6,26.1666666667,7540,1163,4333.5
fashion_actavis,46614,69,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17881492_400109777040817_1646827543757586432_n.jpg,310,35,123.333333333,37790,2192,15351.75
coraliescloset,3982,249,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16584068_1811881692470112_6848314474319839232_a.jpg,27,9,15.6666666667,380,190,273.083333333
rumineely,711046,3719,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12599324_564691240405104_755110152_a.jpg,65,9,39.5833333333,10360,4798,7509.08333333
themetroman,595,1,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/1172110_237332473279115_2133556066_a.jpg,15,15,15.0,130,130,130.0
rantiinreview,55013,2419,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/10817858_621534494653099_859469045_a.jpg,37,4,19.4166666667,1256,431,805.5
itscamilleco,400064,6693,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17818094_878788558928786_7394688340764655616_a.jpg,5493,40,519.333333333,21427,4015,8374.5
fashionupper,23066,1785,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17881621_1873703286209961_235119583663489024_a.jpg,48,7,27.75,1418,533,864.666666667
carlabeauty,135887,672,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16464606_1642986936003782_256219637002272768_a.jpg,107,4,34.25,5464,480,2640.25
leerachel,9286,816,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13092362_1702725026651292_576141872_a.jpg,35,5,14.4166666667,464,280,370.416666667
catherinepvogue,5130,475,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11373702_1629146960675795_1834155239_a.jpg,41,2,19.0,296,81,210.333333333
lonestar.looking.glass,43884,1324,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17127216_771236269707227_7357625972750811136_a.jpg,69,36,54.6666666667,3125,691,1463.5
style.anon,1759,122,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15803482_212924655780205_3794306243955261440_a.jpg,128,12,44.0833333333,1076,252,421.833333333
codybess,1615,1535,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10985979_1552639248345212_452435446_a.jpg,9,0,2.91666666667,111,40,73.8333333333
miss_luckypony,10473,4124,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11427309_1012547072131153_15317970_a.jpg,12,2,5.58333333333,412,93,246.333333333
prabalgurung,426513,4032,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11191235_480558205431266_2089759579_a.jpg,21,5,11.0,4097,1091,2311.83333333
thomas_k,674083,4746,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13722130_1815653958671468_948455313_a.jpg,173,53,110.083333333,9577,3099,6406.25
shoedazzle,335294,3201,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11336065_1084266171584341_349786696_a.jpg,89,2,16.5,4253,248,1285.75
twitter,83367,36,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16123569_237911566658759_7312841399567646720_a.jpg,285,25,71.1666666667,1568,389,734.333333333
iamerikaellis,2735,355,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10731654_592505497538852_64308597_a.jpg,21,10,15.1666666667,273,106,199.0
phashinjunky,1053,261,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12628016_1187755821237719_1100867116_a.jpg,9,0,1.41666666667,64,3,18.3333333333
oliviapalermodotcom,34559,47,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12751453_1058092480900385_947382038_a.jpg,92,3,14.5833333333,4176,223,1103.25
mrstreetpeeper,130796,802,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11379067_957662004280035_1542890849_a.jpg,175,6,40.9166666667,4492,595,1588.41666667
yiredelcastillo,525114,171,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15276556_1771188116465515_5674644364958105600_a.jpg,164,16,39.75,7695,2803,5154.66666667
jaredchambers,605773,1443,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13534045_289206558096794_1044098651_a.jpg,314,43,164.666666667,21826,8229,16880.0
falahmustafa,272,48,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11280584_1399675800359362_590290791_a.jpg,2,0,0.333333333333,170,5,23.4166666667
jasleengupta,3484,515,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11377782_1599049743713785_1725110630_a.jpg,5,0,2.58333333333,160,33,95.9166666667
gianasim,151353,1707,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14156521_237157990012828_278231848_a.jpg,1504,1,187.25,40578,120,5516.58333333
openingceremony,1058269,5158,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11378749_1024151394332505_1123346872_a.jpg,80,8,31.5,7011,2102,4079.91666667
chunky_lemons,972,2315,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17126371_1835090866516686_7298613757758930944_a.jpg,6,1,2.25,82,22,39.25
geraldleveritt,192,23,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11357724_1621712608099613_1545446276_a.jpg,15,0,3.75,57,7,25.5833333333
adrianneho,562866,2232,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13266690_1068405083221033_485660530_a.jpg,304,57,119.5,31165,13821,19281.5833333
nycpretty,25399,5889,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17125449_1843509242603282_6956290106760101888_a.jpg,34,4,12.4166666667,519,340,434.916666667
thesteelemaiden,10411,3401,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14276649_1581475122158712_1421027134_a.jpg,40,4,18.1666666667,709,140,257.583333333
veronikaheilbrunner,123132,3543,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17881626_1838114469787129_7766305708831670272_a.jpg,35,5,15.6666666667,2965,571,1245.33333333
oliviapalermo,4840309,651,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12299035_530332173789374_711151648_a.jpg,597,152,284.166666667,77520,17988,42627.3333333
luckymagazine,431910,3259,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11023134_1583989198509655_41822865_a.jpg,573,10,98.25,3665,680,2041.08333333
lucywilliams02,217823,3868,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17662293_228994124171980_2147260971125571584_a.jpg,65,8,36.6666666667,5874,737,3379.33333333
katherinepower,107528,1307,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10949064_1550181568601209_1629894568_a.jpg,64,22,37.25,1988,398,950.5
ellemagazine,8163,269,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15802018_402454180100626_6878606380442320896_a.jpg,13,0,4.91666666667,225,22,103.75
beau_nelson,57714,921,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11203370_1647916158759933_1338041593_a.jpg,26,1,10.5,1376,181,535.166666667
makenicefashion,50614,496,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16229350_652181954964918_145982523892039680_a.jpg,52,21,37.6666666667,574,364,472.916666667
marimariamakeup,2197091,1059,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17595984_1159031884209083_5227272320774569984_a.jpg,532,117,346.5,124394,16381,71072.1666667
shynnz,58628,2105,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14582228_1623596021268315_5965389925497962496_a.jpg,170,98,126.666666667,3060,1457,1888.16666667
mylittleamsterdam,3,6,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17493426_275504642862241_3031164811145641984_a.jpg,1,0,0.5,14,3,8.16666666667
pausethemoment,26015,794,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17587140_1907748339462076_4790663559124090880_a.jpg,76,27,50.9166666667,1378,446,837.0
phillystylezine,13862,1283,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17662927_1503994129652628_1409422973068115968_a.jpg,6,0,2.58333333333,232,52,122.083333333
foxyzingaro,53930,1925,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17077664_1330368533722252_6758028420602396672_a.jpg,8,0,4.5,825,128,355.583333333
brightonkeller,244415,3771,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14499081_1715286022121708_6930488760744280064_a.jpg,543,20,149.75,17565,709,8354.0
starworksgroup,19623,1235,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11809526_1621131101476707_1973390154_a.jpg,15,2,6.5,361,68,152.416666667
farahdhukai,5282649,716,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17818312_636075086589855_7438875312198254592_a.jpg,6687,651,2759.08333333,273952,57791,135761.333333
kimbotlay,6030,1447,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11809609_905812529466309_1413008221_a.jpg,15,1,8.25,293,135,228.166666667
teenvogue,2107834,5758,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/10518223_1649292711961544_1142398452_a.jpg,1512,29,181.333333333,54565,6895,19376.8333333
jujujuxiaowen,357401,1022,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12728594_1557146964599607_2141316978_a.jpg,3238,18,335.666666667,21518,2279,8634.16666667
makeupmatthew,44409,792,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16122754_647685572103909_8599566678931537920_n.jpg,27,0,6.91666666667,314,101,175.333333333
morgancolsen,2318,489,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11355280_1626371960955576_1583816417_a.jpg,16,4,7.25,341,129,194.25
theaugustdiaries,75900,2715,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17819370_819679651518650_3949823938841804800_a.jpg,55,16,36.4166666667,2087,540,1263.0
stellamccartney,3997423,2519,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12446024_561541840661779_784657660_a.jpg,778,35,142.833333333,52227,3875,19158.25
styleontarget,14022,1142,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11887260_478969438951666_1018915017_a.jpg,7,1,3.58333333333,250,92,163.5
kleidsam,22456,2068,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/13740975_107280329715541_1669955543_a.jpg,24,3,11.0833333333,864,70,439.083333333
theglamourai,140068,3930,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17596214_433824736952918_8575061051534475264_a.jpg,59,10,29.8333333333,1369,477,751.416666667
alicia_janee,32703,708,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12353482_1035169073200567_53624481_a.jpg,16,6,11.3333333333,791,466,588.416666667
mitchellbelk,7361,362,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11881747_417639631752988_252027903_a.jpg,11,2,5.83333333333,296,124,181.333333333
talisa_sutton,112268,2392,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15035726_336020330102296_8023026907819802624_a.jpg,37,12,25.5,2940,790,1363.75
miraduma,1593888,3478,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17333357_1886772591607273_6513864799749668864_a.jpg,154,16,44.75,17801,2194,5717.83333333
jesskeys_,28474,2022,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14718241_355620264776148_7000961906986975232_a.jpg,26,8,17.0833333333,1304,393,715.333333333
dippednyellow,1725,1052,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15623747_749302955228408_1564832868570497024_a.jpg,9,1,4.66666666667,130,70,93.9166666667
miamigrams,3526,2577,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15538973_965517126881589_6172612485393154048_a.jpg,7,0,2.91666666667,58,17,36.5833333333
officialrushhairbeauty,18522,765,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17126680_774626009359144_1390879868379463680_a.jpg,10,0,3.75,124,28,72.8333333333
andreasweinas,76449,1962,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/16788569_1439837746034617_2597287773249470464_a.jpg,48,13,28.9166666667,5161,1043,2188.58333333
ascia_akf,2095447,3333,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14488080_1694635930849888_1964832613185093632_a.jpg,173,54,89.5833333333,20815,6762,15737.3333333
francesmayshop,16138,1836,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/11255299_901685786570094_1036352305_a.jpg,11,0,4.08333333333,661,21,275.75
leaf1982,30,26,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12145315_1700590970159707_153103176_a.jpg,0,0,0.0,7,0,1.16666666667
nikitadobrynin,32868,2554,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/15538977_646671908827760_1645838077781868544_a.jpg,17,1,7.41666666667,1744,366,1037.66666667
jacquelinetylerpr,1301,864,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17077506_299517273798997_6801069537711095808_a.jpg,9,1,3.66666666667,116,39,76.6666666667
witblog,42842,3642,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/12751318_992645634131286_1974997001_a.jpg,23,1,9.75,1377,236,582.25
thelsd,206400,460,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11201557_386741698202831_1860218988_a.jpg,154,19,69.0,5752,1770,3183.91666667
indiaroseco,126756,1104,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14596649_153649748471609_5885721052411068416_a.jpg,48,4,19.75,4207,195,1519.41666667
mattiasswenson,10193,653,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11327073_1594336170817009_1751238390_a.jpg,39,2,13.8333333333,387,197,286.5
nylonmag,1169986,9655,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/17075951_1855530908067906_2419007554853011456_a.jpg,116,1,30.0,10387,156,3307.58333333
canadanightlife,10372,976,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11007860_1391179057863030_557266484_a.jpg,77,0,10.75,342,100,168.666666667
aspinaloflondon,48584,1744,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/s150x150/14597259_709450435872219_1546150478092435456_a.jpg,7,0,3.58333333333,381,94,208.083333333
allsaints,482376,2278,https://instagram.fsnc1-1.fna.fbcdn.net/t51.2885-19/11427377_157636361239213_435428219_a.jpg,35,5,17.0,5426,1511,3550.16666667
